Ligand_name,Status
Z8762813658,SUCCESS
Z9227972049,SUCCESS
Z9764864989,SUCCESS
Z9701432712,SUCCESS
Z7630430960,SUCCESS
Z8718572963,SUCCESS
Z9946774708,SUCCESS
Z8494924674,SUCCESS
Z8753315781,SUCCESS
Z8753315781,SUCCESS
Z8993830542,SUCCESS
Z7630430960,SUCCESS
Z3255923146,SUCCESS
Z9474461629,SUCCESS
Z6690208814,SUCCESS
Z9987032955,SUCCESS
Z2596716834,SUCCESS
Z8812465311,SUCCESS
Z4378882560,SUCCESS
Z4203027898,SUCCESS
Z9698696274,SUCCESS
Z8962388581,SUCCESS
Z9898351897,SUCCESS
Z4203027898,SUCCESS
Z2054894626,SUCCESS
Z8768689014,SUCCESS
Z4203027898,SUCCESS
Z9432778514,SUCCESS
Z3795951891,SUCCESS
Z9314580692,SUCCESS
Z1636550738,SUCCESS
Z8625399298,SUCCESS
Z9731016748,SUCCESS
Z9347870937,SUCCESS
Z4008738678,SUCCESS
Z9148161098,SUCCESS
Z1606978546,SUCCESS
Z394504678,SUCCESS
Z8949310548,SUCCESS
Z8999136529,SUCCESS
Z9758010494,SUCCESS
Z8405378067,SUCCESS
Z8535464464,SUCCESS
Z983482590,SUCCESS
Z9265754867,SUCCESS
Z3225676255,SUCCESS
Z9265754867,SUCCESS
Z9466011549,SUCCESS
Z7675092173,SUCCESS
Z6739737744,SUCCESS
Z9059001407,SUCCESS
Z9185154866,SUCCESS
Z9305666290,SUCCESS
Z8994956003,SUCCESS
Z8761955122,SUCCESS
Z9299029632,SUCCESS
Z8994956003,SUCCESS
Z3690512094,SUCCESS
Z6739771915,SUCCESS
Z9350133571,SUCCESS
Z6476383232,SUCCESS
Z9248344132,SUCCESS
Z8928743944,SUCCESS
Z9264608056,SUCCESS
Z8901993060,SUCCESS
Z8876290423,SUCCESS
Z1922588372,SUCCESS
Z6974010099,SUCCESS
Z1558944643,SUCCESS
Z3225676073,SUCCESS
Z1069709900,SUCCESS
Z9248344132,SUCCESS
Z8876290423,SUCCESS
Z9339636626,SUCCESS
Z9172145728,SUCCESS
Z9179509010,SUCCESS
Z4248366604,SUCCESS
Z1449307941,SUCCESS
Z2967863440,SUCCESS
Z3347911898,SUCCESS
Z9476191948,SUCCESS
Z8252408817,SUCCESS
Z8843497252,SUCCESS
Z6272332804,SUCCESS
Z9488180572,SUCCESS
Z9591823227,SUCCESS
Z1455080730,SUCCESS
Z3288956081,SUCCESS
Z9946774734,SUCCESS
Z9402234509,SUCCESS
Z9966711838,SUCCESS
Z8959076301,SUCCESS
Z7535569996,SUCCESS
Z1737038404,SUCCESS
Z1762942222,SUCCESS
Z2796700552,SUCCESS
Z2090686912,SUCCESS
Z4154531216,SUCCESS
Z9599091013,SUCCESS
Z8790312798,SUCCESS
Z9170214435,SUCCESS
Z4004692780,SUCCESS
Z3832891027,SUCCESS
Z8367745375,SUCCESS
Z9401379600,SUCCESS
Z5323311893,SUCCESS
Z9947272312,SUCCESS
Z9873817243,SUCCESS
Z1680108794,SUCCESS
Z7023938390,SUCCESS
Z8860638925,SUCCESS
Z7696624266,SUCCESS
Z9058373045,SUCCESS
Z4250783939,SUCCESS
Z6739880068,SUCCESS
Z1603617298,SUCCESS
Z8968626716,SUCCESS
Z9680810175,SUCCESS
Z8761955319,SUCCESS
Z9549839467,SUCCESS
Z2356855249,SUCCESS
Z9573597490,SUCCESS
Z2932063134,SUCCESS
Z57204270,SUCCESS
Z6739783927,SUCCESS
Z9359094424,SUCCESS
Z4346341628,SUCCESS
Z8721916793,SUCCESS
Z9751653273,SUCCESS
Z9192042143,SUCCESS
Z1185361329,SUCCESS
Z9255326830,SUCCESS
Z7588928736,SUCCESS
Z2991036932,SUCCESS
Z2991036932,SUCCESS
Z9070746801,SUCCESS
Z1869817108,SUCCESS
Z4960552045,SUCCESS
Z4074359845,SUCCESS
Z1165342819,SUCCESS
Z3343757568,SUCCESS
Z929771094,SUCCESS
Z9698696387,SUCCESS
Z8761955137,SUCCESS
Z4206427816,SUCCESS
Z9250524313,SUCCESS
Z8594889375,SUCCESS
Z4288216569,SUCCESS
Z7991790421,SUCCESS
Z1450942691,SUCCESS
Z9241053364,SUCCESS
Z952880100,SUCCESS
Z4288216569,SUCCESS
Z9155967590,SUCCESS
Z9109933480,SUCCESS
Z6974007259,SUCCESS
Z2707296219,SUCCESS
Z3493482270,SUCCESS
Z9731017817,SUCCESS
Z9196150901,SUCCESS
Z8367872814,SUCCESS
Z9147149647,SUCCESS
Z8449003497,SUCCESS
Z6739471707,SUCCESS
Z9805375570,SUCCESS
Z8449003497,SUCCESS
Z3569224366,SUCCESS
Z6964644891,SUCCESS
Z10000090118,SUCCESS
Z8381857114,SUCCESS
Z812848646,SUCCESS
Z6603983639,SUCCESS
Z9159452002,SUCCESS
Z1762647589,SUCCESS
Z8784713702,SUCCESS
Z2678539052,SUCCESS
Z1814454827,SUCCESS
Z9043873999,SUCCESS
Z3569224366,SUCCESS
Z5182207303,SUCCESS
Z7371570565,SUCCESS
Z1603619811,SUCCESS
Z91273908,SUCCESS
Z3898839722,SUCCESS
Z6739588451,SUCCESS
Z9299046146,SUCCESS
Z3898839722,SUCCESS
Z9148348633,SUCCESS
Z9154441981,SUCCESS
Z5008607260,SUCCESS
Z6480510838,SUCCESS
Z1780017573,SUCCESS
Z1183500939,SUCCESS
Z4416121044,SUCCESS
Z2898140212,SUCCESS
Z8802704673,SUCCESS
Z3547659947,SUCCESS
Z1613920599,SUCCESS
Z6741325129,SUCCESS
Z8525301406,SUCCESS
Z9061507195,SUCCESS
Z8999145564,SUCCESS
Z9238154122,SUCCESS
Z9304513773,SUCCESS
Z7591512694,SUCCESS
Z9535850671,SUCCESS
Z9984479698,SUCCESS
Z9110678252,SUCCESS
Z2188554733,SUCCESS
Z5738642902,SUCCESS
Z9553227216,SUCCESS
Z9723348535,SUCCESS
Z7487239887,SUCCESS
Z3009856753,SUCCESS
Z9673930388,SUCCESS
Z1193819806,SUCCESS
Z8976335383,SUCCESS
Z6851623797,SUCCESS
Z3774387470,SUCCESS
Z3774387470,SUCCESS
Z9192407174,SUCCESS
Z9466013566,SUCCESS
Z9921793686,SUCCESS
Z9353829003,SUCCESS
Z9128122195,SUCCESS
Z9730839219,SUCCESS
Z3326206588,SUCCESS
Z2174318526,SUCCESS
Z2697688774,SUCCESS
Z2626421932,SUCCESS
Z9065257632,SUCCESS
Z1684353950,SUCCESS
Z44358144,SUCCESS
Z9057740295,SUCCESS
Z9337635447,SUCCESS
Z3568807368,SUCCESS
Z3999757239,SUCCESS
Z9149216679,SUCCESS
Z9217601548,SUCCESS
Z9061732635,SUCCESS
Z9236806370,SUCCESS
Z8959286439,SUCCESS
Z9432511767,SUCCESS
Z1272802476,SUCCESS
Z8959286439,SUCCESS
Z9432511767,SUCCESS
Z1374968555,SUCCESS
Z3839293607,SUCCESS
Z1389499943,SUCCESS
Z8962292397,SUCCESS
Z1944141590,SUCCESS
Z64372385,SUCCESS
Z7863118040,SUCCESS
Z8761955128,SUCCESS
Z1463067884,SUCCESS
Z3547660679,SUCCESS
Z9695950992,SUCCESS
Z1147519000,SUCCESS
Z8829808999,SUCCESS
Z2991037181,SUCCESS
Z6664585795,SUCCESS
Z4378892620,SUCCESS
Z1686787041,SUCCESS
Z8761955128,SUCCESS
Z7967045849,SUCCESS
Z2897593316,SUCCESS
Z4577554472,SUCCESS
Z4578881518,SUCCESS
Z8752739723,SUCCESS
Z855771334,SUCCESS
Z9265843652,SUCCESS
Z4151756311,SUCCESS
Z9328201076,SUCCESS
Z3075443514,SUCCESS
Z9062095222,SUCCESS
Z2991037181,SUCCESS
Z6664585795,SUCCESS
Z9235873728,SUCCESS
Z1919860111,SUCCESS
Z8333354557,SUCCESS
Z8789182174,SUCCESS
Z9317908669,SUCCESS
Z768841448,SUCCESS
Z9731029255,SUCCESS
Z9323042733,SUCCESS
Z8173582948,SUCCESS
Z4378868917,SUCCESS
Z7609946986,SUCCESS
Z9299020370,SUCCESS
Z9988969091,SUCCESS
Z9328199299,SUCCESS
Z8761955130,SUCCESS
Z9339496998,SUCCESS
Z3547938010,SUCCESS
Z2282850835,SUCCESS
Z9402847464,SUCCESS
Z31097789,SUCCESS
Z9193183020,SUCCESS
Z1545236963,SUCCESS
Z9959793064,SUCCESS
Z7978029571,SUCCESS
Z1307838050,SUCCESS
Z9402847464,SUCCESS
Z4322681819,SUCCESS
Z9196145359,SUCCESS
Z929733352,SUCCESS
Z364283422,SUCCESS
Z2282850835,SUCCESS
Z1289858257,SUCCESS
Z5227647401,SUCCESS
Z3839229958,SUCCESS
Z8913454819,SUCCESS
Z6739509810,SUCCESS
Z3496066876,SUCCESS
Z9586337039,SUCCESS
Z1642405335,SUCCESS
Z1565369393,SUCCESS
Z9217445305,SUCCESS
Z1642405335,SUCCESS
Z2058128663,SUCCESS
Z9264586725,SUCCESS
Z929468302,SUCCESS
Z9311586410,SUCCESS
Z6619028304,SUCCESS
Z1382552047,SUCCESS
Z9898327164,SUCCESS
Z8355373066,SUCCESS
Z9249980046,SUCCESS
Z444206382,SUCCESS
Z54843526,SUCCESS
Z9719909013,SUCCESS
Z2460732653,SUCCESS
Z9458567453,SUCCESS
Z9530166095,SUCCESS
Z9441985991,SUCCESS
Z1513511155,SUCCESS
Z7098264664,SUCCESS
Z821547550,SUCCESS
Z1642405335,SUCCESS
Z1382552047,SUCCESS
Z821547550,SUCCESS
Z3811093942,SUCCESS
Z8890180433,SUCCESS
Z9569523172,SUCCESS
Z8787710025,SUCCESS
Z8779765422,SUCCESS
Z3508605866,SUCCESS
Z9248344260,SUCCESS
Z1560776481,SUCCESS
Z5271372612,SUCCESS
Z8793800490,SUCCESS
Z9657000045,SUCCESS
Z6313975606,SUCCESS
Z2387138487,SUCCESS
Z1762658639,SUCCESS
Z9703953114,SUCCESS
Z7991022466,SUCCESS
Z9178496504,SUCCESS
Z2698381381,SUCCESS
Z1851868449,SUCCESS
Z8779682415,SUCCESS
Z5287303028,SUCCESS
Z9839126275,SUCCESS
Z9078810907,SUCCESS
Z9731016986,SUCCESS
Z3508605866,SUCCESS
Z9702340560,SUCCESS
Z1463068388,SUCCESS
Z9531794507,SUCCESS
Z9179508616,SUCCESS
Z8876224165,SUCCESS
Z6568319809,SUCCESS
Z8781395191,SUCCESS
Z2999228527,SUCCESS
Z9227190953,SUCCESS
Z2985342804,SUCCESS
Z7375077540,SUCCESS
Z2967792513,SUCCESS
Z737673044,SUCCESS
Z8839545060,SUCCESS
Z4509613329,SUCCESS
Z8779765422,SUCCESS
Z3508605866,SUCCESS
Z2991036848,SUCCESS
Z9947273908,SUCCESS
Z9933549744,SUCCESS
Z9723658485,SUCCESS
Z9155967573,SUCCESS
Z195784050,SUCCESS
Z4929031649,SUCCESS
Z2610512538,SUCCESS
Z8740142103,SUCCESS
Z2795252275,SUCCESS
Z9058373169,SUCCESS
Z8771525867,SUCCESS
Z9371800234,SUCCESS
Z2212220988,SUCCESS
Z2991036848,SUCCESS
Z9296863470,SUCCESS
Z9558960365,SUCCESS
Z9660102322,SUCCESS
Z8400463219,SUCCESS
Z9588194504,SUCCESS
Z940505986,SUCCESS
Z3206233383,SUCCESS
Z7000494604,SUCCESS
Z8409075359,SUCCESS
Z5088569658,SUCCESS
Z4233983291,SUCCESS
Z5125860209,SUCCESS
Z4009183934,SUCCESS
Z8794162685,SUCCESS
Z3384530961,SUCCESS
Z1461137942,SUCCESS
Z9271443763,SUCCESS
Z6142611173,SUCCESS
Z9571782209,SUCCESS
Z9305666275,SUCCESS
Z1259470814,SUCCESS
Z7911632953,SUCCESS
Z9062067725,SUCCESS
Z9432513011,SUCCESS
Z9476205582,SUCCESS
Z4008218640,SUCCESS
Z9212623022,SUCCESS
Z7554082751,SUCCESS
Z2212459116,SUCCESS
Z9244242143,SUCCESS
Z9164346126,SUCCESS
Z9660102361,SUCCESS
Z1527372308,SUCCESS
Z1527372308,SUCCESS
Z8400474269,SUCCESS
Z9518450358,SUCCESS
Z8921960550,SUCCESS
Z8781394914,SUCCESS
Z9164346126,SUCCESS
Z9595535211,SUCCESS
Z1445493063,SUCCESS
Z1103642368,SUCCESS
Z2763395954,SUCCESS
Z768142246,SUCCESS
Z2253411021,SUCCESS
Z1730509409,SUCCESS
Z2763395954,SUCCESS
Z8403820987,SUCCESS
Z1537468361,SUCCESS
Z9856545156,SUCCESS
Z1730509409,SUCCESS
Z8023751750,SUCCESS
Z9898741908,SUCCESS
Z9061825412,SUCCESS
Z2588064760,SUCCESS
Z2684567901,SUCCESS
Z8999149275,SUCCESS
Z8189612402,SUCCESS
Z6983259264,SUCCESS
Z4069739667,SUCCESS
Z8781420219,SUCCESS
Z9889152233,SUCCESS
Z9751674575,SUCCESS
Z4254769377,SUCCESS
Z8913454818,SUCCESS
Z9502888974,SUCCESS
Z8112327958,SUCCESS
Z828342870,SUCCESS
Z2088949906,SUCCESS
Z9890266202,SUCCESS
Z9196434214,SUCCESS
Z1552005097,SUCCESS
Z8864996747,SUCCESS
Z3676666751,SUCCESS
Z4378827586,SUCCESS
Z5219129674,SUCCESS
Z1537196566,SUCCESS
Z9890266202,SUCCESS
Z3347898034,SUCCESS
Z9890266202,SUCCESS
Z2777630446,SUCCESS
Z9069638288,SUCCESS
Z8776657385,SUCCESS
Z1683120656,SUCCESS
Z5182041600,SUCCESS
Z4452536854,SUCCESS
Z9531827209,SUCCESS
Z8400464671,SUCCESS
Z7881866033,SUCCESS
Z6741341869,SUCCESS
Z2442136261,SUCCESS
Z1379266397,SUCCESS
Z5516154836,SUCCESS
Z3064949249,SUCCESS
Z317737068,SUCCESS
Z5039719729,SUCCESS
Z3570557977,SUCCESS
Z5865375159,SUCCESS
Z4430220956,SUCCESS
Z4208901862,SUCCESS
Z1780665022,SUCCESS
Z9094502972,SUCCESS
Z8400474294,SUCCESS
Z7662253398,SUCCESS
Z9660102278,SUCCESS
Z9577167581,SUCCESS
Z3647032327,SUCCESS
Z9539849653,SUCCESS
Z8289879554,SUCCESS
Z5523067004,SUCCESS
Z9168168791,SUCCESS
Z3497840488,SUCCESS
Z6619029854,SUCCESS
Z4211520236,SUCCESS
Z9061094744,SUCCESS
Z9048141797,SUCCESS
Z9178505810,SUCCESS
Z9295557487,SUCCESS
Z9680031353,SUCCESS
Z3817225757,SUCCESS
Z9066872503,SUCCESS
Z8776660670,SUCCESS
Z6289625733,SUCCESS
Z8914003551,SUCCESS
Z6739491876,SUCCESS
Z3293324775,SUCCESS
Z9701644604,SUCCESS
Z2771278179,SUCCESS
Z9305644177,SUCCESS
Z1488587558,SUCCESS
Z1624087241,SUCCESS
Z3561028811,SUCCESS
Z9919095938,SUCCESS
Z1271582187,SUCCESS
Z3808789487,SUCCESS
Z2763776727,SUCCESS
Z8789282472,SUCCESS
Z7442047740,SUCCESS
Z7662459902,SUCCESS
Z4248367193,SUCCESS
Z2099284079,SUCCESS
Z1841632981,SUCCESS
Z853477084,SUCCESS
Z9061996718,SUCCESS
Z9192403798,SUCCESS
Z2610513975,SUCCESS
Z9751655096,SUCCESS
Z6480527534,SUCCESS
Z9148348073,SUCCESS
Z1974319307,SUCCESS
Z7023442134,SUCCESS
Z8361624174,SUCCESS
Z9679690690,SUCCESS
Z2095642496,SUCCESS
Z3808542439,SUCCESS
Z8945096855,SUCCESS
Z2358764714,SUCCESS
Z5533402471,SUCCESS
Z1991842046,SUCCESS
Z8569758960,SUCCESS
Z6739724834,SUCCESS
Z9733442988,SUCCESS
Z9178634633,SUCCESS
Z166829854,SUCCESS
Z9679690690,SUCCESS
Z4084863494,SUCCESS
Z466655440,SUCCESS
Z8327602724,SUCCESS
Z7023442134,SUCCESS
Z963577518,SUCCESS
Z4472099808,SUCCESS
Z8361624174,SUCCESS
Z6739694989,SUCCESS
Z9359784421,SUCCESS
Z9251342902,SUCCESS
Z8781420022,SUCCESS
Z2581545446,SUCCESS
Z9065443584,SUCCESS
Z1018689556,SUCCESS
Z6781308324,SUCCESS
Z8776664740,SUCCESS
Z9248388637,SUCCESS
Z4510213072,SUCCESS
Z6739800211,SUCCESS
Z1908515567,SUCCESS
Z9756007321,SUCCESS
Z9466264330,SUCCESS
Z8984259922,SUCCESS
Z6739687977,SUCCESS
Z3256637758,SUCCESS
Z9254972141,SUCCESS
Z9998915836,SUCCESS
Z9172429994,SUCCESS
Z9062072941,SUCCESS
Z2312329932,SUCCESS
Z7705550629,SUCCESS
Z9402848473,SUCCESS
Z9710426792,SUCCESS
Z7693990673,SUCCESS
Z9230974427,SUCCESS
Z1919682578,SUCCESS
Z9667173540,SUCCESS
Z7705552373,SUCCESS
Z4044743363,SUCCESS
Z9660102197,SUCCESS
Z9747361020,SUCCESS
Z8243806373,SUCCESS
Z928642932,SUCCESS
Z8400476878,SUCCESS
Z5025628634,SUCCESS
Z9893874446,SUCCESS
Z3292377705,SUCCESS
Z9164505022,SUCCESS
Z537482328,SUCCESS
Z8789245635,SUCCESS
Z8789141947,SUCCESS
Z2026326085,SUCCESS
Z8034648526,SUCCESS
Z1455080001,SUCCESS
Z9061996403,SUCCESS
Z9845824128,SUCCESS
Z5216182959,SUCCESS
Z8999145472,SUCCESS
Z2026326085,SUCCESS
Z8994955932,SUCCESS
Z1433319826,SUCCESS
Z4510188084,SUCCESS
Z1869556453,SUCCESS
Z537482328,SUCCESS
Z8375058034,SUCCESS
Z9327723497,SUCCESS
Z9241377210,SUCCESS
Z5026048719,SUCCESS
Z2362218250,SUCCESS
Z9178427476,SUCCESS
Z8913454828,SUCCESS
Z4420872546,SUCCESS
Z2983528242,SUCCESS
Z2218991972,SUCCESS
Z9061770588,SUCCESS
Z7668116687,SUCCESS
Z8913454828,SUCCESS
Z653486256,SUCCESS
Z9497574897,SUCCESS
Z8812111452,SUCCESS
Z739478720,SUCCESS
Z3292377705,SUCCESS
Z8908569925,SUCCESS
Z5227642527,SUCCESS
Z9874356992,SUCCESS
Z1002354372,SUCCESS
Z3861101767,SUCCESS
Z9798743752,SUCCESS
Z9874388215,SUCCESS
Z1182667825,SUCCESS
Z3829169490,SUCCESS
Z4907223322,SUCCESS
Z6615019173,SUCCESS
Z9696265994,SUCCESS
Z4986294709,SUCCESS
Z1165342339,SUCCESS
Z4907223322,SUCCESS
Z9385075491,SUCCESS
Z1675398735,SUCCESS
Z7418768615,SUCCESS
Z423592560,SUCCESS
Z2482876336,SUCCESS
Z9919093452,SUCCESS
Z8494799026,SUCCESS
Z1898273355,SUCCESS
Z9919093452,SUCCESS
Z9219201647,SUCCESS
Z8506057799,SUCCESS
Z9394426540,SUCCESS
Z9394432899,SUCCESS
Z9424895844,SUCCESS
Z8304064280,SUCCESS
Z9931738041,SUCCESS
Z9147149648,SUCCESS
Z9986995373,SUCCESS
Z9679812720,SUCCESS
Z3346134780,SUCCESS
Z8998606145,SUCCESS
Z2723087106,SUCCESS
Z2917988910,SUCCESS
Z9089427184,SUCCESS
Z9518452995,SUCCESS
Z3603493769,SUCCESS
Z8644498383,SUCCESS
Z5636218300,SUCCESS
Z1068712790,SUCCESS
Z9178496295,SUCCESS
Z9946774711,SUCCESS
Z9753457615,SUCCESS
Z3898809871,SUCCESS
Z3999758537,SUCCESS
Z7330219475,SUCCESS
Z4378843095,SUCCESS
Z9397463652,SUCCESS
Z2040559585,SUCCESS
Z9118197214,SUCCESS
Z8789141767,SUCCESS
Z3254488367,SUCCESS
Z7839431616,SUCCESS
Z9143889116,SUCCESS
Z8789281330,SUCCESS
Z8396403910,SUCCESS
Z4024789376,SUCCESS
Z8533347510,SUCCESS
Z5439421565,SUCCESS
Z2385707963,SUCCESS
Z8984259266,SUCCESS
Z9120720154,SUCCESS
Z9946774737,SUCCESS
Z9656925469,SUCCESS
Z9466030771,SUCCESS
Z7133964157,SUCCESS
Z4067898455,SUCCESS
Z6615018242,SUCCESS
Z9385069590,SUCCESS
Z9919093453,SUCCESS
Z9887632488,SUCCESS
Z9751675088,SUCCESS
Z3774387319,SUCCESS
Z8405686183,SUCCESS
Z6739894549,SUCCESS
Z3079442236,SUCCESS
Z6301491830,SUCCESS
Z3253747029,SUCCESS
Z3790782422,SUCCESS
Z2643107347,SUCCESS
Z8611270386,SUCCESS
Z6741352595,SUCCESS
Z8789141848,SUCCESS
Z1444776025,SUCCESS
Z4025501213,SUCCESS
Z7692897868,SUCCESS
Z8426801206,SUCCESS
Z2581568681,SUCCESS
Z9667173430,SUCCESS
Z9553515265,SUCCESS
Z5263051993,SUCCESS
Z2272709861,SUCCESS
Z7666623208,SUCCESS
Z1527400914,SUCCESS
Z1165337685,SUCCESS
Z9040806518,SUCCESS
Z2023247750,SUCCESS
Z9680064908,SUCCESS
Z3339814882,SUCCESS
Z9327719912,SUCCESS
Z2581568681,SUCCESS
Z8083285547,SUCCESS
Z9751675088,SUCCESS
Z9069637779,SUCCESS
Z9040806518,SUCCESS
Z9675273883,SUCCESS
Z9005865849,SUCCESS
Z3253747029,SUCCESS
Z8976846974,SUCCESS
Z3579251358,SUCCESS
Z8999110484,SUCCESS
Z1340437283,SUCCESS
Z1869817531,SUCCESS
Z9731017565,SUCCESS
Z8796798225,SUCCESS
Z1603621215,SUCCESS
Z8405392532,SUCCESS
Z7759819237,SUCCESS
Z9805147332,SUCCESS
Z9314607789,SUCCESS
Z298643070,SUCCESS
Z8281756657,SUCCESS
Z1865958355,SUCCESS
Z6739532963,SUCCESS
Z8233051085,SUCCESS
Z9219638000,SUCCESS
Z9312349079,SUCCESS
Z2890537508,SUCCESS
Z4378885576,SUCCESS
Z1789573391,SUCCESS
Z8594889374,SUCCESS
Z3560308112,SUCCESS
Z9822138888,SUCCESS
Z9049962110,SUCCESS
Z8489285137,SUCCESS
Z4084833644,SUCCESS
Z9299047270,SUCCESS
Z200651050,SUCCESS
Z4378886613,SUCCESS
Z3346990930,SUCCESS
Z9619187569,SUCCESS
Z8767297779,SUCCESS
Z2743651976,SUCCESS
Z9498100359,SUCCESS
Z8767297779,SUCCESS
Z4084833644,SUCCESS
Z6739532963,SUCCESS
Z804265614,SUCCESS
Z9921805114,SUCCESS
Z1865958355,SUCCESS
Z9731017565,SUCCESS
Z3775956369,SUCCESS
Z7918279715,SUCCESS
Z8771525630,SUCCESS
Z8761955126,SUCCESS
Z9266492644,SUCCESS
Z9393548617,SUCCESS
Z2378676388,SUCCESS
Z9653803716,SUCCESS
Z3629962242,SUCCESS
Z9675273931,SUCCESS
Z3509974086,SUCCESS
Z8928348697,SUCCESS
Z1445184913,SUCCESS
Z397284014,SUCCESS
Z3999753860,SUCCESS
Z2311911777,SUCCESS
Z8610303015,SUCCESS
Z2206333006,SUCCESS
Z2295953860,SUCCESS
Z8625399363,SUCCESS
Z9402929383,SUCCESS
Z9913731807,SUCCESS
Z1445184913,SUCCESS
Z8759863747,SUCCESS
Z4266796060,SUCCESS
Z9609445173,SUCCESS
Z9062001537,SUCCESS
Z6395298716,SUCCESS
Z2608779346,SUCCESS
Z2897592731,SUCCESS
Z5423136895,SUCCESS
Z8405391128,SUCCESS
Z9070635620,SUCCESS
Z8405391128,SUCCESS
Z9325151333,SUCCESS
Z2070337726,SUCCESS
Z8869603794,SUCCESS
Z9072998123,SUCCESS
Z9323382335,SUCCESS
Z9660102389,SUCCESS
Z1352419148,SUCCESS
Z9592014824,SUCCESS
Z7679232835,SUCCESS
Z1974312303,SUCCESS
Z3516604215,SUCCESS
Z9061996830,SUCCESS
Z1663374907,SUCCESS
Z2222803856,SUCCESS
Z4208309412,SUCCESS
Z9898427733,SUCCESS
Z8233139644,SUCCESS
Z8824244868,SUCCESS
Z3255956301,SUCCESS
Z7160993229,SUCCESS
Z9349173634,SUCCESS
Z749826568,SUCCESS
Z7488794904,SUCCESS
Z9101835801,SUCCESS
Z5422933358,SUCCESS
Z8368625328,SUCCESS
Z8571459674,SUCCESS
Z9588615034,SUCCESS
Z9325151333,SUCCESS
Z6034364214,SUCCESS
Z9852021694,SUCCESS
Z9061902146,SUCCESS
Z1449150932,SUCCESS
Z9178427438,SUCCESS
Z8789258801,SUCCESS
Z7672552760,SUCCESS
Z4573683570,SUCCESS
Z1957207068,SUCCESS
Z232619016,SUCCESS
Z9492559808,SUCCESS
Z1094016614,SUCCESS
Z1926856195,SUCCESS
Z8343292417,SUCCESS
Z9492526346,SUCCESS
Z1815616967,SUCCESS
Z7154981299,SUCCESS
Z4448075957,SUCCESS
Z4009213528,SUCCESS
Z9588716936,SUCCESS
Z8680042227,SUCCESS
Z6749079223,SUCCESS
Z9048054762,SUCCESS
Z1762652300,SUCCESS
Z9852025839,SUCCESS
Z3893231949,SUCCESS
Z6739444058,SUCCESS
Z9266195101,SUCCESS
Z8789282448,SUCCESS
Z9315085272,SUCCESS
Z6395294913,SUCCESS
Z9476208686,SUCCESS
Z9359784472,SUCCESS
Z9588663539,SUCCESS
Z1869593241,SUCCESS
Z5336346015,SUCCESS
Z3550916018,SUCCESS
Z1762660484,SUCCESS
Z3289031897,SUCCESS
Z9573615857,SUCCESS
Z6739503538,SUCCESS
Z2973567507,SUCCESS
Z1272458096,SUCCESS
Z9653745771,SUCCESS
Z1510269015,SUCCESS
Z9257292725,SUCCESS
Z8049515709,SUCCESS
Z9597229009,SUCCESS
Z5615126737,SUCCESS
Z5336346015,SUCCESS
Z9124287551,SUCCESS
Z276700868,SUCCESS
Z9599415513,SUCCESS
Z9731017542,SUCCESS
Z435623680,SUCCESS
Z1785665123,SUCCESS
Z7611610365,SUCCESS
Z3600619236,SUCCESS
Z9272814663,SUCCESS
Z2218992050,SUCCESS
Z9371800210,SUCCESS
Z4984025493,SUCCESS
Z9670652689,SUCCESS
Z5016914794,SUCCESS
Z802815612,SUCCESS
Z1445417019,SUCCESS
Z1785643160,SUCCESS
Z1726206419,SUCCESS
Z9794998096,SUCCESS
Z2798598262,SUCCESS
Z3805352211,SUCCESS
Z8641037190,SUCCESS
Z1265097478,SUCCESS
Z3652132140,SUCCESS
Z4510232647,SUCCESS
Z9311586352,SUCCESS
Z9193183583,SUCCESS
Z3325216201,SUCCESS
Z8976177010,SUCCESS
Z3652132140,SUCCESS
Z9506563754,SUCCESS
Z1991855032,SUCCESS
Z4378838824,SUCCESS
Z1312765202,SUCCESS
Z9989068606,SUCCESS
Z3351844146,SUCCESS
Z8625397458,SUCCESS
Z9062067698,SUCCESS
Z7611610365,SUCCESS
Z7158425861,SUCCESS
Z2087684875,SUCCESS
Z9128832270,SUCCESS
Z321285112,SUCCESS
Z9178496021,SUCCESS
Z9919089332,SUCCESS
Z8314275294,SUCCESS
Z1365727278,SUCCESS
Z9819325304,SUCCESS
Z9744990572,SUCCESS
Z1273664886,SUCCESS
Z5336331015,SUCCESS
Z1360300164,SUCCESS
Z2019273984,SUCCESS
Z4762245385,SUCCESS
Z8999149353,SUCCESS
Z1603621981,SUCCESS
Z9348870173,SUCCESS
Z8316448213,SUCCESS
Z8377322148,SUCCESS
Z6742196907,SUCCESS
Z6742196907,SUCCESS
Z2217842809,SUCCESS
Z9299029688,SUCCESS
Z9061998362,SUCCESS
Z8105731705,SUCCESS
Z2217842809,SUCCESS
Z3893159977,SUCCESS
Z7990597447,SUCCESS
Z4929773906,SUCCESS
Z2784696146,SUCCESS
Z332677674,SUCCESS
Z8610304808,SUCCESS
Z9680623751,SUCCESS
Z9458185237,SUCCESS
Z6739647282,SUCCESS
Z4456464245,SUCCESS
Z8695458973,SUCCESS
Z8504205800,SUCCESS
Z5865376206,SUCCESS
Z9913731332,SUCCESS
Z9358992109,SUCCESS
Z6739868988,SUCCESS
Z7081068795,SUCCESS
Z8920729805,SUCCESS
Z9579719656,SUCCESS
Z6739755871,SUCCESS
Z3292377525,SUCCESS
Z1465751115,SUCCESS
Z9751661326,SUCCESS
