molecule_chembl_id,standard_value,pchembl_value,canonical_smiles
CHEMBL5411601,190,6.721246399,CCc1ccc(-c2cc(/C=C/C(=O)O)cc(C(=O)NCc3ccc(C)cc3)c2)cc1
CHEMBL5411768,110,6.958607315,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc4c(c3)OCCO4)c2)cc1
CHEMBL5411983,2700,5.568636236,CC(C)=CCc1cc(/C=C/C#N)cc(C(=O)NCc2ccc(C)cc2)c1
CHEMBL5412832,180,6.744727495,Cc1ccc(CNC(=O)c2cc(C#Cc3ccccc3)cc(/C=C/C(=O)O)c2)cc1
CHEMBL5412889,60,7.22184875,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(Cl)cc3)c2)cc1
CHEMBL5417285,28000,4.552841969,Cc1ccc(CNC(=O)c2cc(Br)cc(/C=C/C(N)=O)c2)cc1
CHEMBL5417484,50,7.301029996,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3cccc(F)c3)c2)cc1
CHEMBL5421383,170,6.769551079,COc1ccc(-c2cc(/C=C/C(=O)O)cc(C(=O)NCc3ccc(C)cc3)c2)cc1
CHEMBL5422271,140,6.853871964,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2)cc1
CHEMBL5424035,880,6.055517328,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(CC(C)c3ccccc3)c2)cc1
CHEMBL5425839,200,6.698970004,COC(=O)/C=C/c1cc(Br)cc(C(=O)NCc2ccc(C)cc2)c1
CHEMBL5427049,190,6.721246399,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(C(C)C)cc3)c2)cc1
CHEMBL5427873,94,7.026872146,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(Oc4ccccc4)cc3)c2)cc1
CHEMBL5432550,50,7.301029996,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(-c4ccccc4)cc3)c2)cc1
CHEMBL5435345,260,6.585026652,CC[C@@H](NC(=O)c1cc(/C=C/C(=O)O)cc(-c2ccc(Oc3ccccc3)cc2)c1)c1ccccc1
CHEMBL5436074,51,7.292429824,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc4ncnn4c3)c2)cc1
CHEMBL5436263,170,6.769551079,Cc1ccc(CNC(=O)c2cc(Br)cc(/C=C/C#N)c2)cc1
CHEMBL5437220,60,7.22184875,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(F)cc3)c2)cc1
CHEMBL5438117,170,6.769551079,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc(C#N)cc3)c2)cc1
CHEMBL5438808,1400,5.853871964,Cc1ccc(CNC(=O)c2cc(/C=C/C#N)cc(-c3ccc(Oc4ccccc4)cc3)c2)cc1
CHEMBL5440460,100,7,Cc1ccc(CNC(=O)c2cc(/C=C/C(=O)O)cc(-c3ccc4ccccc4c3)c2)cc1
CHEMBL5441078,500,6.301029996,Cc1ccc(CNC(=O)c2cc(C#CC3CC3)cc(/C=C/C(=O)O)c2)cc1
CHEMBL5743606,4,8.397940009,C[C@@H](O)CNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5748676,21,7.677780705,C[C@@H](CO)CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5751195,45,7.346787486,C[C@H](O)[C@H](C)NC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5757191,61,7.214670165,COC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2[C@H](OC(C)=O)C[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5757784,119,6.924453039,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncnc1
CHEMBL5760707,27,7.568636236,C[C@]12C[C@H](F)[C@@H]3c4ccc(C(N)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5768534,60,7.22184875,CC(C)N(CCO)C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5769066,5,8.301029996,CNC(=O)CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5770195,17,7.769551079,CN(CC(O)CO)C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5773422,12,7.920818754,C[C@]12CC[C@@H]3c4ccc(C(=O)NCC(O)C(F)(F)F)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5774176,25,7.602059991,C[C@]12CC[C@@H]3c4ccc(C#N)cc4CC[C@H]3[C@@H]1CC=C2OS(=O)(=O)C(F)(F)F
CHEMBL5774799,46,7.337242168,C[C@]12CC[C@@H]3c4ccc(C(N)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(C(F)(F)F)c1
CHEMBL5812665,7,8.15490196,CC1(CNC(=O)c2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(c4cncc(F)c4)=CC[C@@H]23)COC1
CHEMBL5815055,12,7.920818754,C[C@]12CC[C@@H]3c4ccc(C(=O)N5CCC[C@H]5C(N)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5829380,54,7.26760624,C[C@]12CC[C@@H]3c4ccc(C(N)=O)cc4CC[C@H]3[C@@H]1CC=C2I
CHEMBL5830299,5,8.301029996,C[C@]12CC[C@@H]3c4ccc(C(=O)NCc5nnn[nH]5)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5836872,48,7.318758763,CNS(=O)(=O)CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(C(F)(F)F)c3)=CC[C@@H]12
CHEMBL5838649,12,7.920818754,CN(CCO)C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5840426,97,7.013228266,COC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5868276,15,7.823908741,CC(C)[C@H](CO)NC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5882357,8,8.096910013,COCCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5901055,820,6.086186148,C[C@H](C(=O)O)c1ccc2cc(S(C)(=O)=O)ccc2c1
CHEMBL5904091,19,7.721246399,CC(C)(CNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12)NS(C)(=O)=O
CHEMBL5910857,4,8.397940009,C[C@]12CC[C@@H]3c4ccc(C(=O)NC[C@H](O)CO)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5925797,29,7.537602002,C[C@]12CC[C@@H]3c4ccc(C(=O)N5CCC[C@@H](O)C5)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5927505,6,8.22184875,CN(CCCO)C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5927521,5,8.301029996,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCC(N)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5936569,108,6.966576245,C[C@]12CC[C@@H]3c4ccc(C(=O)NC5(CO)CCCC5)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5947988,6,8.22184875,C[C@H](O)CNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL5949569,1050,5.978810701,C[C@H](C(=O)O)c1ccc2cc([S+](C)[O-])ccc2c1
CHEMBL5968064,17,7.769551079,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(C(F)(F)F)c1
CHEMBL5968943,9,8.045757491,C[C@]12CC[C@@H]3c4ccc(C(=O)N5CCC[C@H]5c5nnn[nH]5)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5981707,346,6.460923901,CC(=O)O[C@@H]1C[C@]2(C)C(=O)CC[C@H]2[C@@H]2CCc3cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc3[C@H]21
CHEMBL5987885,6,8.22184875,C[C@]12CC[C@@H]3c4ccc(C(N)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cccnc1
CHEMBL5988886,5,8.301029996,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCc5nnn[nH]5)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL5990308,73,7.13667714,C[C@]12C[C@H](F)[C@@H]3c4ccc(C(=O)NCCS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL6000208,4,8.397940009,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12
CHEMBL6000753,34,7.468521083,COC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2[C@@H](F)C[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL6012451,11,7.958607315,CC(C)S(=O)(=O)CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL6021842,11,7.958607315,CCN(CCO)C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL6022930,9,8.045757491,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC=C2c1cccnc1
CHEMBL6028626,189,6.723538196,COc1cncc(C2=CC[C@H]3[C@@H]4CCc5cc(C(N)=O)ccc5[C@H]4CC[C@]23C)c1
CHEMBL6030391,6,8.22184875,C[C@]12CC[C@@H]3c4ccc(C(=O)NC[C@@H](O)CO)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL6041200,270,6.568636236,COc1ccc2cc(C(C(=O)O)C(C)C)ccc2c1
CHEMBL6045351,5,8.301029996,C[S+]([O-])CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL6051425,313,6.504455662,CC(=O)O[C@@H]1C[C@]2(C)C(=O)CC[C@H]2[C@@H]2CCc3cc(O)ccc3[C@H]21
CHEMBL6062204,10,8,CNC(=O)[C@@H]1CCCN1C(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL6065106,6,8.22184875,C[C@]12CC[C@@H]3c4ccc(C(=O)NCCOCCO)cc4CC[C@H]3[C@@H]1CC=C2c1cncc(F)c1
CHEMBL6065781,5,8.301029996,CCNC(=O)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cncc(F)c3)=CC[C@@H]12
CHEMBL663,680,6.167491087,O=C(O)c1cccc(Oc2ccccc2)c1
CHEMBL686,560,6.251811973,Cc1cccc(Nc2ccccc2C(=O)O)c1C
CHEMBL73572,5670,5.246416941,COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
CHEMBL82085,60,7.22184875,N=c1oc2c(O)cccc2cc1C(=O)Nc1cccc(O)c1
CHEMBL83270,44000,4.356547324,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1
CHEMBL1105,650,6.187086643,COc1ccc2cc(CC(=O)O)ccc2c1
CHEMBL1236131,70,7.15490196,CSc1ccc2cc([C@H](C)C(=O)O)ccc2c1
CHEMBL154,180,6.744727495,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
CHEMBL1618254,50,7.301029996,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1
CHEMBL2070001,5190.5,5.284790805,O=C(Nc1ccccc1C(=O)O)c1cccc(O)c1
CHEMBL2070002,,6.083107813,O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(O)c1
CHEMBL2070003,,5.410799329,COc1cc(NC(=O)c2cccc(O)c2)c(C(=O)O)cc1OC
CHEMBL2070004,,5.830373683,O=C(Nc1ccc([N+](=O)[O-])cc1C(=O)O)c1cccc(O)c1
CHEMBL2070005,,6.088589177,O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(O)c1
CHEMBL23588,,6.371881733,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
CHEMBL4435662,,6.939713034,CC[C@@H](C(=O)O)c1ccc2cc(OC)ccc2c1
CHEMBL4437071,120,6.920818754,CCC(C(=O)O)c1ccc2cc(OC)ccc2c1
CHEMBL4437291,50,7.301029996,CSc1ccc2cc([C@@H](C)C(=O)O)ccc2c1
CHEMBL4446810,120,6.920818754,CCc1ccc2cc(C(C)C(=O)O)ccc2c1
CHEMBL4447175,6000,5.22184875,CCC(C(=O)NS(C)(=O)=O)c1ccc2cc(OC)ccc2c1
CHEMBL4457933,100,7,CCOc1ccc2cc(C(C)C(=O)O)ccc2c1
CHEMBL4466610,,6.958607315,CC[C@H](C(=O)O)c1ccc2cc(OC)ccc2c1
CHEMBL4551048,60,7.22184875,CSc1ccc2cc(C(C)C(=O)O)ccc2c1
CHEMBL4742775,,5.025500273,COc1ccc2c(c1)c(CCNC(C)=O)cn2C(=O)c1ccc(Cl)cc1
CHEMBL511708,,6.979303657,CC(C)=CCc1cc(/C=C/C(=O)O)ccc1OC(=O)CCc1ccccc1
CHEMBL521,,4.74074303,CC(C)Cc1ccc(C(C)C(=O)O)cc1
CHEMBL6,,5.385992412,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL717,,6.061439064,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
